timestamp_ns,time_s,center_row_px,center_col_px,tracked
1788946122937255285,1.44052982,546.5,425.0,1
1788946122969325775,1.47260031,546.5,425.0,1
1788946123005499436,1.508773971,546.5,425.0,1
1788946123037648491,1.5409230260000002,546.5,425.0,1
1788946123069331157,1.572605692,546.5,425.0,1
1788946123105218216,1.608492751,546.5,425.0,1
1788946123137135035,1.64040957,546.5,425.0,1
1788946123169175041,1.672449576,546.5,425.0,1
1788946123205197726,1.708472261,546.5,425.0,1
1788946123237439925,1.7407144600000002,547.0,425.5,1
1788946123269144907,1.7724194420000001,547.0,425.5,1
1788946123305207989,1.8084825240000002,547.5,425.5,1
1788946123337425325,1.8406998600000002,547.5,425.5,1
1788946123369280018,1.872554553,548.0,425.5,1
1788946123405322981,1.9085975160000002,548.0,425.5,1
1788946123437318930,1.940593465,548.0,425.5,1
1788946123469241973,1.9725165080000002,548.0,425.5,1
1788946123505292119,2.008566654,548.0,425.5,1
1788946123537621232,2.0408957670000003,548.0,425.5,1
1788946123570468368,2.0737429030000003,548.0,425.5,1
1788946123605442904,2.1087174390000003,547.5,425.5,1
1788946123637441253,2.140715788,547.5,425.5,1
1788946123669376159,2.172650694,547.5,425.5,1
1788946123705451850,2.2087263850000003,547.0,425.5,1
1788946123737709317,2.2409838520000003,547.0,425.5,1
1788946123769444747,2.272719282,546.5,425.0,1
1788946123805075120,2.3083496550000002,546.5,425.0,1
1788946123837473252,2.340747787,546.5,424.5,1
1788946123869524689,2.372799224,546.5,424.5,1
1788946123905200682,2.4084752170000003,546.5,424.5,1
1788946123937642380,2.4409169150000003,546.5,424.5,1
1788946123969367512,2.4726420470000003,546.0,424.5,1
1788946124005416773,2.508691308,545.5,424.5,1
1788946124037293449,2.540567984,542.0,423.0,1
1788946124069183660,2.5724581950000003,542.0,423.0,1
1788946124105112491,2.608387026,542.0,423.0,1
1788946124137403092,2.640677627,537.5,422.5,1
1788946124169364183,2.672638718,537.5,422.5,1
1788946124205344116,2.708618651,533.5,422.0,1
1788946124237368671,2.740643206,533.5,422.0,1
1788946124269240010,2.7725145450000004,532.5,422.5,1
1788946124305130950,2.808405485,531.5,422.5,1
1788946124337625855,2.8409003900000003,530.0,421.5,1
1788946124369288626,2.872563161,530.0,421.5,1
1788946124405131683,2.908406218,529.5,421.5,1
1788946124437378802,2.940653337,529.5,422.0,1
1788946124469193488,2.9724680230000002,529.5,422.0,1
1788946124505063042,3.0083375770000003,530.5,422.5,1
1788946124537171776,3.040446311,530.5,422.5,1
1788946124569321111,3.0725956460000003,534.5,424.0,1
1788946124605116555,3.10839109,534.5,424.0,1
1788946124637497562,3.140772097,539.5,425.0,1
1788946124671758480,3.1750330150000003,539.5,425.5,1
1788946124705292993,3.208567528,539.5,425.5,1
1788946124737539242,3.240813777,543.5,426.0,1
1788946124769294698,3.272569233,543.5,426.0,1
1788946124805178425,3.3084529600000003,547.0,425.5,1
1788946124837657236,3.340931771,547.0,426.0,1
1788946124869491321,3.372765856,548.5,426.0,1
1788946124905183384,3.4084579190000004,548.5,426.0,1
1788946124937143928,3.4404184630000003,548.5,426.0,1
1788946124969295837,3.4725703720000003,548.5,426.0,1
1788946125005257388,3.508531923,548.5,426.0,1
1788946125037631027,3.5409055620000003,545.0,425.0,1
1788946125069171489,3.5724460240000004,545.0,425.0,1
1788946125105449210,3.6087237450000003,540.0,422.5,1
1788946125137456486,3.640731021,540.0,422.5,1
1788946125169200364,3.672474899,534.5,422.0,1
1788946125205112498,3.708387033,534.5,422.0,1
1788946125237109750,3.740384285,530.0,422.0,1
1788946125269090233,3.772364768,530.0,422.0,1
1788946125305053820,3.8083283550000004,530.0,422.0,1
1788946125337677545,3.84095208,530.0,421.0,1
1788946125369296551,3.872571086,530.0,421.0,1
1788946125405486149,3.908760684,529.5,421.5,1
1788946125437465771,3.9407403060000004,529.5,421.5,1
1788946125469187449,3.972461984,529.5,421.5,1
1788946125505194846,4.008469381,529.5,421.5,1
1788946125537549564,4.040824099,533.5,424.0,1
1788946125569443619,4.072718154,533.5,424.0,1
1788946125605164992,4.108439527,533.5,424.0,1
1788946125637417981,4.1406925160000005,539.0,424.5,1
1788946125669248775,4.17252331,538.5,424.5,1
1788946125705186347,4.208460882000001,542.5,424.5,1
1788946125737316460,4.240590995000001,542.5,425.0,1
1788946125769156742,4.272431277,546.0,424.5,1
1788946125805250547,4.308525082,546.0,424.5,1
1788946125837317776,4.340592311,548.5,425.0,1
